mode,scenario_id,ray_count,control,outcome,detected,detection_range,unbraked_ttc,stopping_margin,collision_speed,hit_flags_equal,object_ids_equal,ranges_equal
true-brute,627,33,fixed_scan,SafeStop,true,3.5384751658498081,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,627,33,fixed_scan,SafeStop,true,3.5384751658498081,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,627,65,fixed_scan,SafeStop,true,3.5384751658498081,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,627,65,fixed_scan,SafeStop,true,3.5384751658498081,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,627,129,fixed_scan,SafeStop,true,4.6185047526582821,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,627,129,fixed_scan,SafeStop,true,4.6185047526582821,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,627,257,fixed_scan,SafeStop,true,4.6185047526582821,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,627,257,fixed_scan,SafeStop,true,4.6185047526582821,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,627,361,fixed_scan,SafeStop,true,4.611566593666554,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,627,361,fixed_scan,SafeStop,true,4.611566593666554,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,627,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,627,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,628,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,628,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,628,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,628,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,628,9,fixed_scan,Collision,true,0.88667986087110384,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
scene-bvh,628,9,fixed_scan,Collision,true,0.88667986087110384,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
true-brute,628,17,fixed_scan,Collision,true,1.7461312988198352,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,628,17,fixed_scan,Collision,true,1.7461312988198352,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,628,33,fixed_scan,SafeStop,true,3.5403970511735903,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,628,33,fixed_scan,SafeStop,true,3.5403970511735903,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,628,65,fixed_scan,SafeStop,true,3.5403970511735903,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,628,65,fixed_scan,SafeStop,true,3.5403970511735903,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,628,129,fixed_scan,SafeStop,true,4.6194236458326525,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,628,129,fixed_scan,SafeStop,true,4.6194236458326525,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,628,257,fixed_scan,SafeStop,true,4.6194236458326525,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,628,257,fixed_scan,SafeStop,true,4.6194236458326525,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,628,361,fixed_scan,SafeStop,true,4.6112131227391808,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,628,361,fixed_scan,SafeStop,true,4.6112131227391808,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,628,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,628,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,629,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,629,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,629,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,629,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,629,9,fixed_scan,Collision,true,0.88810138560726226,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
scene-bvh,629,9,fixed_scan,Collision,true,0.88810138560726226,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
true-brute,629,17,fixed_scan,Collision,true,1.7468365084977251,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,629,17,fixed_scan,Collision,true,1.7468365084977251,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,629,33,fixed_scan,SafeStop,true,3.5423212874607417,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,629,33,fixed_scan,SafeStop,true,3.5423212874607417,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,629,65,fixed_scan,SafeStop,true,3.5423212874607417,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,629,65,fixed_scan,SafeStop,true,3.5423212874607417,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,629,129,fixed_scan,SafeStop,true,4.6203432465034764,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,629,129,fixed_scan,SafeStop,true,4.6203432465034764,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,629,257,fixed_scan,SafeStop,true,4.6203432465034764,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,629,257,fixed_scan,SafeStop,true,4.6203432465034764,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,629,361,fixed_scan,SafeStop,true,4.6108600469779084,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,629,361,fixed_scan,SafeStop,true,4.6108600469779084,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,629,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,629,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,630,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,630,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,630,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,630,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,630,9,fixed_scan,Collision,true,0.88952754153142899,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
scene-bvh,630,9,fixed_scan,Collision,true,0.88952754153142899,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
true-brute,630,17,fixed_scan,Collision,true,1.7475424173285574,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,630,17,fixed_scan,Collision,true,1.7475424173285574,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,630,33,fixed_scan,SafeStop,true,3.5442478788315075,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,630,33,fixed_scan,SafeStop,true,3.5442478788315075,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,630,65,fixed_scan,SafeStop,true,3.5442478788315075,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,630,65,fixed_scan,SafeStop,true,3.5442478788315075,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,630,129,fixed_scan,SafeStop,true,4.6212635552294321,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,630,129,fixed_scan,SafeStop,true,4.6212635552294321,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,630,257,fixed_scan,SafeStop,true,4.6212635552294321,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,630,257,fixed_scan,SafeStop,true,4.6212635552294321,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,630,361,fixed_scan,SafeStop,true,4.6105073662397515,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,630,361,fixed_scan,SafeStop,true,4.6105073662397515,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,630,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,630,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,631,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,631,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,631,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,631,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,631,9,fixed_scan,Collision,true,0.89095835120190447,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
scene-bvh,631,9,fixed_scan,Collision,true,0.89095835120190447,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
true-brute,631,17,fixed_scan,Collision,true,1.7482490262647505,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,631,17,fixed_scan,Collision,true,1.7482490262647505,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,631,33,fixed_scan,SafeStop,true,3.5472690466515999,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,631,33,fixed_scan,SafeStop,true,3.5472690466515999,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,631,65,fixed_scan,SafeStop,true,3.5472690466515999,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,631,65,fixed_scan,SafeStop,true,3.5472690466515999,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,631,129,fixed_scan,SafeStop,true,4.6221845725698794,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,631,129,fixed_scan,SafeStop,true,4.6221845725698794,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,631,257,fixed_scan,SafeStop,true,4.6221845725698794,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,631,257,fixed_scan,SafeStop,true,4.6221845725698794,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,631,361,fixed_scan,SafeStop,true,4.6102849081158723,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,631,361,fixed_scan,SafeStop,true,4.6102849081158723,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,631,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,631,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,632,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,632,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,632,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,632,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,632,9,fixed_scan,Collision,true,0.89239383732374522,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
scene-bvh,632,9,fixed_scan,Collision,true,0.89239383732374522,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
true-brute,632,17,fixed_scan,Collision,true,1.7489563362604816,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,632,17,fixed_scan,Collision,true,1.7489563362604816,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,632,33,fixed_scan,SafeStop,true,3.5512333513647403,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,632,33,fixed_scan,SafeStop,true,3.5512333513647403,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,632,65,fixed_scan,SafeStop,true,3.5512333513647403,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,632,65,fixed_scan,SafeStop,true,3.5512333513647403,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,632,129,fixed_scan,SafeStop,true,4.6232902632524224,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,632,129,fixed_scan,SafeStop,true,4.6232902632524224,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,632,257,fixed_scan,SafeStop,true,4.6232902632524224,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,632,257,fixed_scan,SafeStop,true,4.6232902632524224,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,632,361,fixed_scan,SafeStop,true,4.6102231190823462,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,632,361,fixed_scan,SafeStop,true,4.6102231190823462,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,632,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,632,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,633,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,633,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,633,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,633,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,633,9,fixed_scan,Collision,true,0.8938340227499626,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
scene-bvh,633,9,fixed_scan,Collision,true,0.8938340227499626,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
true-brute,633,17,fixed_scan,Collision,true,1.7496643482716892,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,633,17,fixed_scan,Collision,true,1.7496643482716892,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,633,33,fixed_scan,SafeStop,true,3.5552067899602955,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,633,33,fixed_scan,SafeStop,true,3.5552067899602955,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,633,65,fixed_scan,SafeStop,true,3.5552067899602955,0.9666666666666669,1.7750000000000008,0,true,true,true
scene-bvh,633,65,fixed_scan,SafeStop,true,3.5552067899602955,0.9666666666666669,1.7750000000000008,0,true,true,true
true-brute,633,129,fixed_scan,SafeStop,true,4.6247430689101785,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,633,129,fixed_scan,SafeStop,true,4.6247430689101785,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,633,257,fixed_scan,SafeStop,true,4.6247430689101785,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,633,257,fixed_scan,SafeStop,true,4.6247430689101785,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,633,361,fixed_scan,SafeStop,true,4.6101616726589887,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,633,361,fixed_scan,SafeStop,true,4.6101616726589887,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,633,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,633,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,634,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,634,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,634,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,634,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,634,9,fixed_scan,Collision,true,0.89527893048272422,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
scene-bvh,634,9,fixed_scan,Collision,true,0.89527893048272422,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
true-brute,634,17,fixed_scan,Collision,true,1.7503730632560777,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,634,17,fixed_scan,Collision,true,1.7503730632560777,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,634,33,fixed_scan,SafeStop,true,3.4338678538451606,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,634,33,fixed_scan,SafeStop,true,3.4338678538451606,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,634,65,fixed_scan,SafeStop,true,3.4338678538451606,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,634,65,fixed_scan,SafeStop,true,3.4338678538451606,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,634,129,fixed_scan,SafeStop,true,4.6261971301555196,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,634,129,fixed_scan,SafeStop,true,4.6261971301555196,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,634,257,fixed_scan,SafeStop,true,4.6261971301555196,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,634,257,fixed_scan,SafeStop,true,4.6261971301555196,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,634,361,fixed_scan,SafeStop,true,4.610100568823011,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,634,361,fixed_scan,SafeStop,true,4.610100568823011,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,634,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,634,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,635,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,635,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,635,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,635,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,635,9,fixed_scan,Collision,true,0.89672858367458141,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
scene-bvh,635,9,fixed_scan,Collision,true,0.89672858367458141,0.066666666666666138,-0.9250000000000016,2.7202941017470907,true,true,true
true-brute,635,17,fixed_scan,Collision,true,1.7510824821731212,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,635,17,fixed_scan,Collision,true,1.7510824821731212,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,635,33,fixed_scan,SafeStop,true,3.4350068870360331,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,635,33,fixed_scan,SafeStop,true,3.4350068870360331,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,635,65,fixed_scan,SafeStop,true,3.4350068870360331,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,635,65,fixed_scan,SafeStop,true,3.4350068870360331,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,635,129,fixed_scan,SafeStop,true,4.6276524483883028,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,635,129,fixed_scan,SafeStop,true,4.6276524483883028,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,635,257,fixed_scan,SafeStop,true,4.6276524483883028,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,635,257,fixed_scan,SafeStop,true,4.6276524483883028,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,635,361,fixed_scan,SafeStop,true,4.610039807551753,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,635,361,fixed_scan,SafeStop,true,4.610039807551753,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,635,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,635,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,636,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,636,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,636,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,636,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,636,9,fixed_scan,Collision,true,0.75932333736958202,0.033333333333332917,-1.0250000000000012,2.8635642126552727,true,true,true
scene-bvh,636,9,fixed_scan,Collision,true,0.75932333736958202,0.033333333333332917,-1.0250000000000012,2.8635642126552727,true,true,true
true-brute,636,17,fixed_scan,Collision,true,1.7517926059840683,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,636,17,fixed_scan,Collision,true,1.7517926059840683,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,636,33,fixed_scan,SafeStop,true,3.4364995817549855,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,636,33,fixed_scan,SafeStop,true,3.4364995817549855,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,636,65,fixed_scan,SafeStop,true,3.4364995817549855,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,636,65,fixed_scan,SafeStop,true,3.4364995817549855,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,636,129,fixed_scan,SafeStop,true,4.6291090250105418,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,636,129,fixed_scan,SafeStop,true,4.6291090250105418,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,636,257,fixed_scan,SafeStop,true,4.6291090250105418,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,636,257,fixed_scan,SafeStop,true,4.6291090250105418,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,636,361,fixed_scan,SafeStop,true,4.6099793888226834,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,636,361,fixed_scan,SafeStop,true,4.6099793888226834,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,636,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,636,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,637,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,637,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,637,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,637,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,637,9,fixed_scan,Collision,true,0.75938334858997925,0.033333333333332917,-1.0250000000000012,2.8635642126552727,true,true,true
scene-bvh,637,9,fixed_scan,Collision,true,0.75938334858997925,0.033333333333332917,-1.0250000000000012,2.8635642126552727,true,true,true
true-brute,637,17,fixed_scan,Collision,true,1.7529143934031863,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,637,17,fixed_scan,Collision,true,1.7529143934031863,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,637,33,fixed_scan,SafeStop,true,3.4383775487812223,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,637,33,fixed_scan,SafeStop,true,3.4383775487812223,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,637,65,fixed_scan,SafeStop,true,3.4383775487812223,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,637,65,fixed_scan,SafeStop,true,3.4383775487812223,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,637,129,fixed_scan,SafeStop,true,4.6305668614264208,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,637,129,fixed_scan,SafeStop,true,4.6305668614264208,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,637,257,fixed_scan,SafeStop,true,4.6305668614264208,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,637,257,fixed_scan,SafeStop,true,4.6305668614264208,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,637,361,fixed_scan,SafeStop,true,4.609919312613397,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,637,361,fixed_scan,SafeStop,true,4.609919312613397,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,637,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,637,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,638,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,638,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,638,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,638,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,638,9,fixed_scan,Collision,true,0.75944342546818444,0.033333333333332917,-1.0250000000000012,2.8635642126552727,true,true,true
scene-bvh,638,9,fixed_scan,Collision,true,0.75944342546818444,0.033333333333332917,-1.0250000000000012,2.8635642126552727,true,true,true
true-brute,638,17,fixed_scan,Collision,true,1.7541591074269469,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,638,17,fixed_scan,Collision,true,1.7541591074269469,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,638,33,fixed_scan,SafeStop,true,3.4402578240341004,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,638,33,fixed_scan,SafeStop,true,3.4402578240341004,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,638,65,fixed_scan,SafeStop,true,3.4402578240341004,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,638,65,fixed_scan,SafeStop,true,3.4402578240341004,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,638,129,fixed_scan,SafeStop,true,4.6325090516567515,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,638,129,fixed_scan,SafeStop,true,4.6325090516567515,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,638,257,fixed_scan,SafeStop,true,4.6288353307380463,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,638,257,fixed_scan,SafeStop,true,4.6288353307380463,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,638,361,fixed_scan,SafeStop,true,4.6098595789016157,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,638,361,fixed_scan,SafeStop,true,4.6098595789016157,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,638,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
scene-bvh,638,361,first_frame_braking,SafeStop,true,4.6096673701027209,1.3333333333333337,2.8750000000000009,0,true,true,true
true-brute,639,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,639,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,639,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,639,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,639,9,fixed_scan,Collision,true,0.75950356802866992,0.033333333333332917,-1.0250000000000012,2.8635642126552727,true,true,true
scene-bvh,639,9,fixed_scan,Collision,true,0.75950356802866992,0.033333333333332917,-1.0250000000000012,2.8635642126552727,true,true,true
true-brute,639,17,fixed_scan,Collision,true,1.7554057203249884,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
scene-bvh,639,17,fixed_scan,Collision,true,1.7554057203249884,0.36666666666666642,-0.025000000000000799,0.44721359549997131,true,true,true
true-brute,639,33,fixed_scan,SafeStop,true,3.4421404115807976,0.93333333333333357,1.6750000000000007,0,true,true,true
scene-bvh,639,33,fixed_scan,SafeStop,true,3.4421404115807976,0.93333333333333357,1.6750000000000007,0,true,true,true
true-brute,639,65,fixed_scan,SafeStop,true,3.4421404115807976,0.93333333333333357,1.6750000000000007,0,true,true,true
